,Sentiment
96020,Neutral
96021,Negative
96022,Negative
96023,Positive
96024,Positive
96025,Neutral
96026,Positive
96027,Positive
96028,Negative
96029,Negative
96030,Neutral
96031,Neutral
96032,Positive
96033,Negative
96034,Negative
96035,Positive
96036,Negative
96037,Neutral
96038,Neutral
96039,Neutral
96040,Positive
96041,Positive
96042,Negative
96043,Negative
96044,Negative
96045,Neutral
96046,Positive
96047,Neutral
96048,Positive
96049,Neutral
96050,Neutral
96051,Neutral
96052,Negative
96053,Neutral
96054,Negative
96055,Neutral
96056,Neutral
96057,Negative
96058,Negative
96059,Positive
96060,Negative
96061,Positive
96062,Positive
96063,Positive
96064,Neutral
96065,Positive
96066,Negative
96067,Positive
96068,Negative
96069,Positive
96070,Positive
96071,Neutral
96072,Negative
96073,Neutral
96074,Neutral
96075,Positive
96076,Neutral
96077,Positive
96078,Neutral
96079,Positive
96080,Negative
96081,Positive
96082,Positive
96083,Positive
96084,Negative
96085,Positive
96086,Negative
96087,Neutral
96088,Negative
96089,Positive
96090,Negative
96091,Neutral
96092,Neutral
96093,Negative
96094,Positive
96095,Negative
96096,Negative
96097,Negative
96098,Neutral
96099,Neutral
96100,Neutral
96101,Negative
96102,Neutral
96103,Neutral
96104,Neutral
96105,Neutral
96106,Neutral
96107,Positive
96108,Negative
96109,Positive
96110,Neutral
96111,Neutral
96112,Negative
96113,Neutral
96114,Negative
96115,Neutral
96116,Negative
96117,Positive
96118,Negative
96119,Positive
96120,Positive
96121,Negative
96122,Neutral
96123,Positive
96124,Neutral
96125,Negative
96126,Neutral
96127,Negative
96128,Negative
96129,Positive
96130,Neutral
96131,Negative
96132,Positive
96133,Negative
96134,Positive
96135,Negative
96136,Neutral
96137,Positive
96138,Negative
96139,Negative
96140,Neutral
96141,Positive
96142,Positive
96143,Negative
96144,Negative
96145,Neutral
96146,Positive
96147,Negative
96148,Positive
96149,Positive
96150,Negative
96151,Negative
96152,Positive
96153,Positive
96154,Negative
96155,Neutral
96156,Negative
96157,Neutral
96158,Negative
96159,Neutral
96160,Negative
96161,Neutral
96162,Neutral
96163,Positive
96164,Negative
96165,Positive
96166,Positive
96167,Neutral
96168,Positive
96169,Neutral
96170,Negative
96171,Neutral
96172,Positive
96173,Positive
96174,Neutral
96175,Neutral
96176,Negative
96177,Positive
96178,Neutral
96179,Negative
96180,Neutral
96181,Positive
96182,Positive
96183,Neutral
96184,Neutral
96185,Positive
96186,Positive
96187,Neutral
96188,Neutral
96189,Positive
96190,Positive
96191,Positive
96192,Positive
96193,Neutral
96194,Positive
96195,Negative
96196,Positive
96197,Neutral
96198,Neutral
96199,Neutral
96200,Positive
96201,Neutral
96202,Neutral
96203,Neutral
96204,Positive
96205,Neutral
96206,Positive
96207,Positive
96208,Positive
96209,Neutral
96210,Neutral
96211,Positive
96212,Negative
96213,Positive
96214,Negative
96215,Negative
96216,Neutral
96217,Positive
96218,Neutral
96219,Positive
96220,Negative
96221,Negative
96222,Positive
96223,Negative
96224,Neutral
96225,Neutral
96226,Neutral
96227,Negative
96228,Negative
96229,Negative
96230,Negative
96231,Positive
96232,Negative
96233,Neutral
96234,Positive
96235,Positive
96236,Negative
96237,Positive
96238,Negative
96239,Neutral
96240,Negative
96241,Negative
96242,Negative
96243,Negative
96244,Positive
96245,Neutral
96246,Neutral
96247,Neutral
96248,Positive
96249,Negative
96250,Neutral
96251,Negative
96252,Neutral
96253,Positive
96254,Neutral
96255,Neutral
96256,Positive
96257,Negative
96258,Neutral
96259,Positive
96260,Positive
96261,Neutral
96262,Positive
96263,Positive
96264,Negative
96265,Neutral
96266,Negative
96267,Positive
96268,Negative
96269,Neutral
96270,Negative
96271,Negative
96272,Positive
96273,Negative
96274,Negative
96275,Neutral
96276,Neutral
96277,Neutral
96278,Positive
96279,Neutral
96280,Neutral
96281,Negative
96282,Positive
96283,Positive
96284,Negative
96285,Positive
96286,Negative
96287,Neutral
96288,Neutral
96289,Neutral
96290,Positive
96291,Positive
96292,Positive
96293,Neutral
96294,Positive
96295,Neutral
96296,Negative
96297,Positive
96298,Neutral
96299,Positive
96300,Positive
96301,Negative
96302,Neutral
96303,Negative
96304,Neutral
96305,Negative
96306,Positive
96307,Positive
96308,Positive
96309,Negative
96310,Negative
96311,Positive
96312,Positive
96313,Positive
96314,Negative
96315,Positive
96316,Negative
96317,Positive
96318,Negative
96319,Positive
96320,Neutral
96321,Negative
96322,Negative
96323,Positive
96324,Positive
96325,Negative
96326,Positive
96327,Negative
96328,Neutral
96329,Negative
96330,Negative
96331,Negative
96332,Neutral
96333,Negative
96334,Positive
96335,Neutral
96336,Negative
96337,Neutral
96338,Negative
96339,Negative
96340,Positive
96341,Neutral
96342,Neutral
96343,Positive
96344,Negative
96345,Neutral
96346,Neutral
96347,Neutral
96348,Neutral
96349,Positive
96350,Positive
96351,Negative
96352,Negative
96353,Positive
96354,Negative
96355,Neutral
96356,Negative
96357,Positive
96358,Negative
96359,Positive
96360,Positive
96361,Positive
96362,Neutral
96363,Negative
96364,Positive
96365,Positive
96366,Neutral
96367,Neutral
96368,Negative
96369,Neutral
96370,Positive
96371,Positive
96372,Neutral
96373,Negative
96374,Neutral
96375,Positive
96376,Neutral
96377,Neutral
96378,Negative
96379,Positive
96380,Positive
96381,Neutral
96382,Neutral
96383,Positive
96384,Positive
96385,Negative
96386,Neutral
96387,Neutral
96388,Neutral
96389,Neutral
96390,Negative
96391,Positive
96392,Negative
96393,Neutral
96394,Negative
96395,Neutral
96396,Neutral
96397,Positive
96398,Negative
96399,Neutral
96400,Neutral
96401,Negative
96402,Neutral
96403,Positive
96404,Negative
96405,Positive
96406,Neutral
96407,Positive
96408,Positive
96409,Neutral
96410,Positive
96411,Positive
96412,Positive
96413,Positive
96414,Negative
96415,Positive
96416,Positive
96417,Neutral
96418,Neutral
96419,Negative
96420,Negative
96421,Neutral
96422,Negative
96423,Negative
96424,Positive
96425,Negative
96426,Negative
96427,Negative
96428,Negative
96429,Neutral
96430,Neutral
96431,Positive
96432,Positive
96433,Positive
96434,Neutral
96435,Negative
96436,Positive
96437,Negative
96438,Negative
96439,Positive
96440,Positive
96441,Negative
96442,Neutral
96443,Positive
96444,Negative
96445,Negative
96446,Neutral
96447,Neutral
96448,Neutral
96449,Negative
96450,Positive
96451,Positive
96452,Positive
96453,Negative
96454,Positive
96455,Negative
96456,Negative
96457,Neutral
96458,Positive
96459,Positive
96460,Negative
96461,Negative
96462,Negative
96463,Positive
96464,Negative
96465,Positive
96466,Negative
96467,Neutral
96468,Positive
96469,Positive
96470,Neutral
96471,Neutral
96472,Neutral
96473,Positive
96474,Neutral
96475,Positive
96476,Neutral
96477,Negative
96478,Neutral
96479,Positive
96480,Positive
96481,Positive
96482,Positive
96483,Neutral
96484,Neutral
96485,Positive
96486,Negative
96487,Negative
96488,Neutral
96489,Positive
96490,Positive
96491,Negative
96492,Positive
96493,Neutral
96494,Neutral
96495,Positive
96496,Positive
96497,Neutral
96498,Negative
96499,Positive
96500,Negative
96501,Positive
96502,Positive
96503,Positive
96504,Positive
96505,Negative
96506,Neutral
96507,Neutral
96508,Neutral
96509,Negative
96510,Negative
96511,Negative
96512,Neutral
96513,Positive
96514,Negative
96515,Neutral
96516,Positive
96517,Neutral
96518,Positive
96519,Neutral
96520,Negative
96521,Positive
96522,Positive
96523,Neutral
96524,Neutral
96525,Negative
96526,Neutral
96527,Negative
96528,Positive
96529,Positive
96530,Negative
96531,Negative
96532,Positive
96533,Neutral
96534,Negative
96535,Positive
96536,Negative
96537,Negative
96538,Negative
96539,Positive
96540,Neutral
96541,Positive
96542,Positive
96543,Negative
96544,Positive
96545,Positive
96546,Neutral
96547,Neutral
96548,Positive
96549,Negative
96550,Neutral
96551,Neutral
96552,Positive
96553,Positive
96554,Neutral
96555,Positive
96556,Neutral
96557,Neutral
96558,Neutral
96559,Positive
96560,Negative
96561,Negative
96562,Neutral
96563,Neutral
96564,Negative
96565,Negative
96566,Negative
96567,Neutral
96568,Positive
96569,Positive
96570,Positive
96571,Positive
96572,Positive
96573,Neutral
96574,Negative
96575,Neutral
96576,Negative
96577,Neutral
96578,Neutral
96579,Neutral
96580,Negative
96581,Negative
96582,Positive
96583,Positive
96584,Negative
96585,Negative
96586,Neutral
96587,Negative
96588,Neutral
96589,Negative
96590,Positive
96591,Neutral
96592,Neutral
96593,Negative
96594,Negative
96595,Negative
96596,Negative
96597,Neutral
96598,Neutral
96599,Positive
96600,Positive
96601,Negative
96602,Negative
96603,Positive
96604,Negative
96605,Negative
96606,Neutral
96607,Positive
96608,Negative
96609,Negative
96610,Negative
96611,Neutral
96612,Neutral
96613,Neutral
96614,Negative
96615,Negative
96616,Negative
96617,Negative
96618,Neutral
96619,Neutral
96620,Neutral
96621,Negative
96622,Neutral
96623,Positive
96624,Positive
96625,Neutral
96626,Neutral
96627,Negative
96628,Neutral
96629,Negative
96630,Positive
96631,Negative
96632,Neutral
96633,Neutral
96634,Positive
96635,Positive
96636,Negative
96637,Negative
96638,Negative
96639,Positive
96640,Negative
96641,Positive
96642,Positive
96643,Positive
96644,Positive
96645,Neutral
96646,Neutral
96647,Positive
96648,Negative
96649,Neutral
96650,Negative
96651,Neutral
96652,Positive
96653,Positive
96654,Positive
96655,Neutral
96656,Positive
96657,Negative
96658,Negative
96659,Positive
96660,Positive
96661,Positive
96662,Neutral
96663,Positive
96664,Neutral
96665,Neutral
96666,Neutral
96667,Positive
96668,Positive
96669,Negative
96670,Neutral
96671,Positive
96672,Negative
96673,Neutral
96674,Negative
96675,Negative
96676,Neutral
96677,Negative
96678,Negative
96679,Positive
96680,Negative
96681,Neutral
96682,Positive
96683,Neutral
96684,Positive
96685,Neutral
96686,Negative
96687,Neutral
96688,Positive
96689,Neutral
96690,Neutral
96691,Positive
96692,Neutral
96693,Neutral
96694,Neutral
96695,Negative
96696,Positive
96697,Negative
96698,Neutral
96699,Neutral
96700,Neutral
96701,Positive
96702,Positive
96703,Positive
96704,Positive
96705,Neutral
96706,Negative
96707,Negative
96708,Positive
96709,Negative
96710,Neutral
96711,Positive
96712,Neutral
96713,Negative
96714,Neutral
96715,Positive
96716,Neutral
96717,Negative
96718,Negative
96719,Negative
96720,Negative
96721,Negative
96722,Negative
96723,Neutral
96724,Negative
96725,Negative
96726,Negative
96727,Negative
96728,Positive
96729,Negative
96730,Neutral
96731,Neutral
96732,Neutral
96733,Neutral
96734,Positive
96735,Negative
96736,Negative
96737,Neutral
96738,Neutral
96739,Positive
96740,Negative
96741,Positive
96742,Neutral
96743,Positive
96744,Positive
96745,Positive
96746,Negative
96747,Negative
96748,Negative
96749,Neutral
96750,Negative
96751,Neutral
96752,Negative
96753,Neutral
96754,Neutral
96755,Positive
96756,Negative
96757,Positive
96758,Neutral
96759,Negative
96760,Positive
96761,Negative
96762,Negative
96763,Positive
96764,Negative
96765,Positive
96766,Neutral
96767,Negative
96768,Positive
96769,Positive
96770,Neutral
96771,Positive
96772,Neutral
96773,Positive
96774,Negative
96775,Negative
96776,Negative
96777,Neutral
96778,Positive
96779,Positive
96780,Positive
96781,Positive
96782,Negative
96783,Neutral
96784,Positive
96785,Neutral
96786,Negative
96787,Negative
96788,Negative
96789,Neutral
96790,Negative
96791,Neutral
96792,Positive
96793,Negative
96794,Positive
96795,Positive
96796,Positive
96797,Positive
96798,Negative
96799,Positive
96800,Negative
96801,Negative
96802,Neutral
96803,Neutral
96804,Positive
96805,Positive
96806,Positive
96807,Positive
96808,Negative
96809,Negative
96810,Positive
96811,Neutral
96812,Positive
96813,Positive
96814,Neutral
96815,Neutral
96816,Neutral
96817,Negative
96818,Positive
96819,Neutral
96820,Negative
96821,Neutral
96822,Negative
96823,Positive
96824,Neutral
96825,Positive
96826,Negative
96827,Negative
96828,Positive
96829,Positive
96830,Neutral
96831,Neutral
96832,Neutral
96833,Neutral
96834,Neutral
96835,Positive
96836,Neutral
96837,Positive
96838,Positive
96839,Neutral
96840,Neutral
96841,Negative
96842,Neutral
96843,Negative
96844,Positive
96845,Positive
96846,Neutral
96847,Neutral
96848,Negative
96849,Positive
96850,Neutral
96851,Negative
96852,Positive
96853,Negative
96854,Neutral
96855,Positive
96856,Positive
96857,Positive
96858,Positive
96859,Neutral
96860,Neutral
96861,Positive
96862,Negative
96863,Positive
96864,Neutral
96865,Negative
96866,Neutral
96867,Positive
96868,Neutral
96869,Neutral
96870,Positive
96871,Neutral
96872,Neutral
96873,Neutral
96874,Neutral
96875,Positive
96876,Positive
96877,Neutral
96878,Neutral
96879,Positive
96880,Negative
96881,Positive
96882,Negative
96883,Neutral
96884,Neutral
96885,Negative
96886,Positive
96887,Negative
96888,Negative
96889,Negative
96890,Neutral
96891,Negative
96892,Neutral
96893,Negative
96894,Positive
96895,Negative
96896,Neutral
96897,Neutral
96898,Positive
96899,Positive
96900,Neutral
96901,Positive
96902,Negative
96903,Positive
96904,Negative
96905,Negative
96906,Neutral
96907,Positive
96908,Negative
96909,Negative
96910,Neutral
96911,Neutral
96912,Neutral
96913,Negative
96914,Positive
96915,Negative
96916,Positive
96917,Positive
96918,Positive
96919,Positive
96920,Neutral
96921,Negative
96922,Negative
96923,Neutral
96924,Neutral
96925,Negative
96926,Neutral
96927,Neutral
96928,Negative
96929,Negative
96930,Negative
96931,Positive
96932,Negative
96933,Negative
96934,Positive
96935,Negative
96936,Positive
96937,Neutral
96938,Negative
96939,Positive
96940,Negative
96941,Negative
96942,Negative
96943,Positive
96944,Neutral
96945,Neutral
96946,Negative
96947,Negative
96948,Neutral
96949,Positive
96950,Neutral
96951,Negative
96952,Negative
96953,Negative
96954,Negative
96955,Positive
96956,Positive
96957,Positive
96958,Positive
96959,Neutral
96960,Neutral
96961,Neutral
96962,Positive
96963,Positive
96964,Neutral
96965,Neutral
96966,Negative
96967,Neutral
96968,Negative
96969,Negative
96970,Positive
96971,Negative
96972,Negative
96973,Negative
96974,Negative
96975,Negative
96976,Negative
96977,Negative
96978,Neutral
96979,Positive
96980,Positive
96981,Neutral
96982,Neutral
96983,Neutral
96984,Positive
96985,Positive
96986,Negative
